0.000000000000000000e+00,6.063095062258886392e-01
2.380952380952381131e-11,3.210005710880243779e-01
4.761904761904762263e-11,-4.057666700857983644e-01
7.142857142857144041e-11,-5.687795220454984202e-01
9.523809523809524526e-11,5.408233367587703816e-02
1.190476190476190501e-10,5.968956926074089342e-01
1.428571428571428808e-10,3.101711427713784719e-01
1.666666666666666857e-10,-4.016219359856261217e-01
1.904761904761904905e-10,-5.493961428404159353e-01
2.142857142857142954e-10,6.431513072787437002e-02
2.380952380952381002e-10,5.797702512110823880e-01
2.619047619047619309e-10,2.846754186927645258e-01
2.857142857142857616e-10,-3.994590212421997300e-01
3.095238095238095406e-10,-5.179802698665467720e-01
3.333333333333333713e-10,8.361860038802043649e-02
3.571428571428571503e-10,5.576630364106732740e-01
3.809523809523809810e-10,2.485220950843657073e-01
4.047619047619048117e-10,-3.994808502496062230e-01
4.285714285714285907e-10,-4.793521430559796181e-01
4.523809523809524214e-10,1.087440464640457988e-01
4.761904761904762004e-10,5.336544580979099006e-01
5.000000000000000311e-10,2.074034772233693813e-01
5.238095238095238618e-10,-4.011181950066404212e-01
5.476190476190476925e-10,-4.391553492587991214e-01
5.714285714285715232e-10,1.353566915136484305e-01
5.952380952380952505e-10,5.107066287518474690e-01
6.190476190476190813e-10,1.676255617941046494e-01
6.428571428571429120e-10,-4.033032546510518790e-01
6.666666666666667427e-10,-4.029300129227160188e-01
6.904761904761905734e-10,1.589641987922190136e-01
7.142857142857143007e-10,4.913615405631045485e-01
7.380952380952381314e-10,1.349777052454556314e-01
7.619047619047619621e-10,-4.049270697768191929e-01
7.857142857142857928e-10,-3.753222313749390859e-01
8.095238095238096235e-10,1.758626245090967322e-01
8.333333333333333508e-10,4.776069262069949639e-01
8.571428571428571815e-10,1.137827311837558142e-01
8.809523809523810122e-10,-4.053041782898593737e-01
9.047619047619048429e-10,-3.595306925377146912e-01
9.285714285714286736e-10,1.838606648092287188e-01
9.523809523809524009e-10,4.708298337186588856e-01
9.761904761904763350e-10,1.062862686335752233e-01
1.000000000000000062e-09,-4.044589020076110875e-01
1.023809523809523790e-09,-3.569942631772881070e-01
1.047619047619047724e-09,1.826217402629802256e-01
1.071428571428571451e-09,4.717432179392523350e-01
1.095238095238095385e-09,1.124292116740884945e-01
1.119047619047619112e-09,-4.031095219466780399e-01
1.142857142857143046e-09,-3.672553719128613947e-01
1.166666666666666774e-09,1.735858938498959225e-01
1.190476190476190501e-09,4.802005583735490246e-01
1.214285714285714435e-09,1.299457842308590350e-01
1.238095238095238163e-09,-4.023391081018499738e-01
1.261904761904762097e-09,-3.879225125070140945e-01
1.285714285714285824e-09,1.595549017323927565e-01
1.309523809523809551e-09,4.948988381354094690e-01
1.333333333333333485e-09,1.546786272883262647e-01
1.357142857142857213e-09,-4.030646126590067824e-01
1.380952380952381147e-09,-4.147030837945372417e-01
1.404761904761904874e-09,1.441024149831013623e-01
1.428571428571428601e-09,5.130765105151797734e-01
1.452380952380952535e-09,1.810138821620689564e-01
1.476190476190476263e-09,-4.055030138445295251e-01
1.500000000000000197e-09,-4.415576342679767841e-01
1.523809523809523924e-09,1.309829351739186520e-01
1.547619047619047651e-09,5.303921474807570258e-01
1.571428571428571586e-09,2.023964045523177213e-01
1.595238095238095313e-09,-4.088501347634229677e-01
1.619047619047619247e-09,-4.610922616636518034e-01
1.642857142857142974e-09,1.236624536376713102e-01
1.666666666666666702e-09,5.411784223324833665e-01
1.690476190476190636e-09,2.119494159958983936e-01
1.714285714285714363e-09,-4.113242832968545537e-01
1.738095238095238297e-09,-4.653121547478792364e-01
1.761904761904762024e-09,1.250077121177554651e-01
1.785714285714285752e-09,5.391857009259727329e-01
1.809523809523809686e-09,2.032511938862371914e-01
